Symbol,Price,Trend_Pass,MA50,MA150,MA200,Pct_Above_52w_Low,Pct_Below_52w_High,Is_VCP,VCP_Quality,Num_Contractions,Final_Contraction,Volume_Dry_Up,Vol_Ratio,Pivot_Price
IBM,252.44,False,250.49,279.01,273.12,13.0,19.4,False,Fail,6,7.01,True,0.71,248.16
IEX,206.45,True,199.79,182.56,179.24,32.1,3.8,False,Fail,6,4.87,False,1.12,205.12
IDXX,593.92,False,603.18,653.02,639.67,47.6,22.5,False,Filtered (trend template failed),6,4.87,False,0.92,591.84
ITW,273.03,False,275.25,258.51,257.77,23.0,8.3,False,Filtered (trend template failed),6,3.85,False,0.97,274.51
INCY,97.3,True,96.96,96.82,92.1,71.3,12.0,False,Fail,6,2.34,True,0.71,97.69
IR,86.75,False,87.94,83.27,82.99,24.6,12.1,False,Filtered (trend template failed),6,8.02,True,0.72,88.32
PODD,204.82,False,228.29,280.11,287.59,4.0,41.9,False,Fail,6,21.7,False,0.97,251.5
INTC,69.48,True,49.01,42.1,37.29,268.8,0.0,False,Fail,6,12.7,False,0.91,47.18
IBKR,82.18,True,70.95,69.0,67.33,115.2,0.0,False,Fail,6,7.27,False,0.92,68.68
ICE,160.79,False,160.03,160.29,165.04,11.1,13.9,False,Fail,6,4.29,True,0.77,167.79
IFF,75.45,False,74.25,68.15,68.32,28.2,8.6,False,Fail,6,3.57,True,0.71,73.77
IP,37.63,False,39.98,40.86,42.68,11.5,30.2,False,Filtered (trend template failed),6,5.29,False,1.07,37.07
INTU,391.0,False,415.48,563.55,603.99,11.4,51.2,False,Filtered (trend template failed),6,23.35,True,0.81,457.87
ISRG,473.29,False,479.83,507.85,503.11,10.2,20.2,False,Filtered (trend template failed),6,2.52,False,1.0,462.28
IVZ,24.97,True,24.74,24.73,23.53,108.6,14.5,False,Fail,6,6.37,False,1.24,24.32
INVH,26.94,False,25.6,26.74,27.58,11.8,20.8,False,Fail,6,9.09,False,1.18,26.51
IQV,177.98,False,171.32,202.02,196.86,29.9,27.1,False,Filtered (trend template failed),6,3.42,True,0.64,173.26
IRM,117.99,True,105.55,96.78,95.74,50.8,0.0,False,Fail,6,9.6,True,0.89,107.96
JBHT,247.43,True,218.88,189.25,178.24,100.6,0.0,True,B (2-step valid VCP),6,2.07,True,0.71,209.1
JBL,321.57,True,267.54,235.81,231.13,148.2,0.0,False,Fail,6,12.63,True,0.88,283.24
JKHY,154.04,False,161.24,165.7,166.09,6.1,19.7,False,Fail,6,7.02,True,0.82,158.32
J,128.55,False,132.82,140.45,140.8,13.3,21.4,False,Fail,6,6.31,True,0.8,131.14
JNJ,234.82,False,241.02,212.45,201.1,64.9,5.5,False,Filtered (trend template failed),6,2.47,True,0.77,241.31
JCI,141.32,True,136.97,121.61,117.79,91.1,2.5,True,B (2-step valid VCP),6,7.93,True,0.81,142.82
JPM,314.04,False,298.24,304.7,300.86,39.8,5.7,False,Filtered (trend template failed),6,4.26,False,1.0,313.68
KVUE,17.73,False,17.91,16.92,17.83,28.7,24.3,False,Filtered (trend template failed),6,0.98,True,0.63,17.43
KDP,26.52,False,27.56,27.14,28.29,6.6,22.7,False,Fail,6,4.31,False,1.03,26.57
KEY,22.05,True,20.73,19.57,19.15,67.2,4.1,True,B (2-step valid VCP),6,3.0,True,0.77,21.72
KEYS,336.43,True,282.86,221.45,207.26,155.1,0.0,True,B (2-step valid VCP),6,9.77,True,0.85,331.11
KMB,99.59,False,101.68,105.23,110.48,7.0,27.7,False,Filtered (trend template failed),6,1.39,False,1.01,97.96
KIM,24.15,False,22.8,21.27,21.2,26.7,0.0,False,Fail,6,4.96,False,1.07,23.38
KMI,31.42,False,32.79,28.99,28.39,27.1,7.8,False,Fail,6,3.49,False,1.12,33.3
KKR,106.01,False,94.58,115.68,122.17,26.4,30.0,False,Filtered (trend template failed),6,1.89,True,0.65,92.5
KLAC,1773.19,True,1516.01,1317.59,1213.74,187.8,1.3,True,"C (Structure valid, needs tightening)",6,11.72,False,0.93,1795.91
KHC,22.64,False,23.16,23.79,24.41,6.7,20.2,False,Fail,6,7.34,False,1.24,23.57
KR,67.04,False,70.46,66.38,67.17,13.7,11.3,False,Filtered (trend template failed),6,4.31,False,0.91,73.03
LHX,353.23,False,354.94,317.59,304.96,67.8,6.3,False,Filtered (trend template failed),6,2.32,False,0.98,361.97
LH,271.9,False,273.38,268.39,267.12,29.5,6.1,False,Filtered (trend template failed),6,5.02,False,0.92,274.72
LRCX,266.04,True,231.55,187.9,165.97,329.5,2.3,True,"C (Structure valid, needs tightening)",6,16.29,False,0.99,272.41
LVS,58.22,False,55.22,58.05,56.51,86.6,15.8,False,Fail,6,5.97,True,0.9,54.9
LDOS,156.2,False,168.34,181.93,178.99,14.1,21.4,False,Filtered (trend template failed),6,4.83,True,0.65,160.64
LEN,94.06,False,101.03,113.28,115.47,10.8,33.4,False,Fail,6,12.52,False,1.21,89.79
LII,497.89,False,507.35,505.94,527.4,14.0,24.5,False,Filtered (trend template failed),6,3.05,True,0.7,520.42
LLY,926.76,False,973.14,958.09,903.41,48.9,16.4,False,Fail,6,12.91,False,0.91,955.19
LIN,492.9,False,489.56,454.08,457.53,27.0,3.1,False,Filtered (trend template failed),6,3.89,False,1.18,508.87
LYV,158.21,False,156.51,150.1,151.61,28.1,9.1,False,Fail,6,5.94,True,0.73,166.28
LMT,597.96,False,635.33,542.43,516.32,48.5,11.6,False,Fail,6,4.58,False,0.95,637.9
L,111.12,True,108.87,104.77,101.95,33.7,1.0,False,Fail,6,2.87,False,0.98,110.88
LOW,253.59,False,253.18,249.73,247.07,22.1,11.8,False,Filtered (trend template failed),6,2.22,False,0.97,236.28
LULU,165.19,False,167.3,177.82,185.18,13.3,50.7,False,Filtered (trend template failed),6,3.55,True,0.82,166.51
LITE,870.32,True,703.12,415.05,340.07,1638.2,3.0,False,Fail,6,18.35,False,0.96,897.3
LYB,66.34,False,67.26,52.96,53.31,63.0,19.5,False,Fail,6,9.96,False,1.2,75.51
MTB,219.6,True,215.0,202.0,199.35,44.3,7.1,True,B (2-step valid VCP),6,1.94,False,0.97,222.99
MPC,214.08,False,220.24,195.64,189.3,76.2,15.0,False,Fail,6,9.29,False,0.97,245.42
MAR,378.16,True,338.45,306.03,296.48,77.0,0.0,True,A (3-step valid VCP),6,2.83,True,0.88,326.79
MRSH,178.87,False,175.73,182.45,187.84,6.4,22.4,False,Fail,6,3.86,True,0.76,174.91
MLM,633.95,True,627.61,626.61,617.33,31.4,10.4,True,B (2-step valid VCP),6,0.75,True,0.58,635.29
MAS,67.39,False,66.17,66.11,66.9,15.8,13.0,False,Filtered (trend template failed),6,2.62,True,0.75,60.69
MA,524.54,False,511.03,541.84,549.11,8.5,12.0,False,Fail,6,3.68,False,0.98,501.9
MKC,54.03,False,60.28,63.83,65.35,11.7,28.9,False,Fail,6,31.9,False,1.05,54.11
MCD,311.54,False,319.27,309.09,306.77,11.0,8.1,False,Fail,6,2.44,True,0.89,310.79
MCK,861.63,False,915.79,842.47,805.99,31.1,13.5,False,Filtered (trend template failed),6,3.13,False,0.97,873.43
MDT,86.86,False,91.39,94.48,93.16,11.1,16.3,False,Filtered (trend template failed),6,1.65,False,1.17,88.65
MRK,117.27,False,118.64,102.63,97.16,65.4,4.8,False,Filtered (trend template failed),6,1.46,False,1.43,123.18
META,683.88,False,629.47,660.7,680.24,41.5,13.2,False,Fail,6,19.65,False,1.11,579.23
MET,78.13,False,73.23,76.62,76.67,15.4,4.7,False,Filtered (trend template failed),6,3.82,True,0.84,70.39
MTD,1334.68,False,1298.67,1357.06,1331.72,37.6,11.4,False,Filtered (trend template failed),6,2.99,False,1.01,1345.89
MGM,39.32,False,36.57,35.01,35.53,38.2,1.1,False,Filtered (trend template failed),6,3.06,True,0.82,37.89
MCHP,79.44,False,70.43,66.43,66.6,115.6,1.0,False,Filtered (trend template failed),6,8.49,True,0.89,65.63
MU,454.38,True,406.29,304.38,258.06,582.5,2.4,True,"C (Structure valid, needs tightening)",6,30.28,False,1.41,465.66
MSFT,428.53,False,392.22,458.19,470.47,20.2,20.6,False,Fail,6,13.13,False,0.91,410.68
MAA,127.54,False,127.35,130.02,132.59,7.1,20.5,False,Fail,6,11.26,False,0.95,124.86
MRNA,54.83,True,50.34,36.87,34.81,145.2,5.1,True,B (2-step valid VCP),6,2.73,True,0.67,52.1
TAP,44.29,False,45.99,45.96,46.67,7.6,21.9,False,Filtered (trend template failed),6,1.15,True,0.85,43.4
MDLZ,57.37,False,58.1,57.44,58.87,12.3,16.8,False,Filtered (trend template failed),6,1.21,False,1.16,59.09
MPWR,1460.91,True,1160.3,1033.08,971.55,189.7,0.0,False,Fail,6,10.4,True,0.87,1116.43
MNST,76.58,False,77.66,74.26,71.11,32.1,11.6,False,Fail,6,8.08,False,0.91,76.19
MCO,457.26,False,443.41,477.11,484.21,11.5,15.1,False,Filtered (trend template failed),6,4.51,True,0.64,447.62
MS,190.71,True,169.27,168.74,162.27,84.2,0.5,False,Fail,6,4.52,True,0.83,165.87
MOS,24.33,False,26.97,27.35,28.92,4.9,34.1,False,Fail,6,24.78,False,1.78,26.62
MSI,443.14,False,451.61,421.82,427.08,22.2,8.9,False,Filtered (trend template failed),6,3.14,True,0.78,447.73
MSCI,570.96,False,548.29,559.85,559.65,12.0,8.2,False,Filtered (trend template failed),6,3.67,True,0.82,556.93
NDAQ,89.07,False,84.99,89.19,90.04,27.6,11.5,False,Fail,6,5.6,True,0.87,88.09
NTAP,104.25,False,100.58,107.78,107.71,30.6,16.3,False,Fail,6,7.43,True,0.88,103.35
NFLX,98.04,False,91.97,100.45,105.88,29.2,26.8,False,Fail,6,8.32,True,0.83,99.17
NEM,117.03,True,115.15,101.58,92.75,143.6,11.1,False,Fail,6,19.43,False,1.35,120.9
NWSA,26.11,False,24.05,25.81,26.67,17.0,15.5,False,Filtered (trend template failed),6,2.13,False,2.95,24.93
NWS,30.04,False,27.3,29.3,30.37,17.5,14.0,False,Fail,6,1.44,False,1.84,28.51
NEE,90.71,False,91.92,84.61,81.38,44.4,4.5,False,Fail,6,3.58,False,1.15,94.48
NKE,45.96,False,54.92,61.68,64.79,7.8,40.9,False,Fail,6,20.32,False,1.59,53.49
NI,48.37,True,46.51,43.68,42.96,30.5,0.2,False,Fail,6,2.64,True,0.85,48.47
NDSN,285.73,True,278.21,252.57,243.67,63.6,4.2,False,Fail,6,5.42,True,0.86,267.24
NSC,306.4,True,300.27,291.61,286.81,46.1,3.6,True,B (2-step valid VCP),6,0.92,True,0.89,284.95
NTRS,160.72,True,143.83,137.08,134.27,89.9,0.0,True,B (2-step valid VCP),6,3.83,True,0.87,140.37
NOC,670.16,False,707.72,631.81,613.43,49.2,12.7,False,Fail,6,4.1,False,0.96,702.5
NCLH,21.67,False,21.12,21.7,22.29,35.2,19.6,False,Filtered (trend template failed),6,3.35,False,1.04,19.38
NRG,166.96,False,160.67,161.4,159.11,81.6,9.3,False,Fail,6,12.5,True,0.83,170.96
NUE,196.02,True,175.83,160.77,155.88,86.5,0.0,False,Fail,6,7.7,False,0.92,173.72
NVDA,200.73,False,183.27,184.44,181.75,107.2,3.0,False,Fail,6,7.56,False,1.03,178.68
NVR,7051.04,False,7025.71,7395.93,7526.02,10.7,17.5,False,Filtered (trend template failed),6,1.55,True,0.8,6552.2
NXPI,217.71,False,211.1,215.96,217.45,31.6,12.4,False,Filtered (trend template failed),6,5.17,False,1.01,197.61
ORLY,94.03,False,92.63,96.38,97.16,7.7,12.8,False,Filtered (trend template failed),6,1.03,True,0.79,94.4
OXY,52.3,False,55.34,46.75,46.09,39.0,21.0,False,Fail,6,6.05,False,1.61,66.24
ODFL,219.46,True,196.49,165.55,162.9,74.4,0.0,True,B (2-step valid VCP),6,1.12,True,0.85,184.43
OMC,79.89,False,76.85,75.96,75.26,19.9,6.0,False,Fail,6,2.73,True,0.75,76.87
ON,83.25,True,65.22,57.32,56.31,143.1,0.0,True,"C (Structure valid, needs tightening)",6,11.79,True,0.87,63.1
OKE,82.11,False,86.41,76.04,75.74,29.4,12.6,False,Fail,6,7.02,False,1.2,90.63
ORCL,177.59,False,151.17,204.86,214.07,46.0,45.5,False,Filtered (trend template failed),6,5.96,True,0.71,146.6
OTIS,82.29,False,84.86,87.51,88.07,8.3,17.4,False,Fail,6,9.73,False,1.34,84.14
PCAR,127.05,True,121.53,110.52,106.98,50.1,1.9,True,B (2-step valid VCP),6,3.33,True,0.86,127.38
PKG,215.43,False,220.55,211.07,208.48,22.6,12.0,False,Filtered (trend template failed),6,4.68,True,0.71,211.05
PLTR,147.2,False,143.47,166.04,164.23,62.1,29.0,False,Fail,6,14.67,False,1.46,150.07
PANW,167.16,False,160.28,185.16,185.94,18.0,24.5,False,Filtered (trend template failed),6,10.39,False,1.09,173.78
PSKY,11.92,False,10.45,13.5,13.47,35.6,39.0,False,Filtered (trend template failed),6,2.57,False,1.43,10.9
PH,998.74,True,955.39,874.49,838.37,84.2,2.4,False,Fail,6,6.82,False,1.2,989.49
PAYX,92.28,False,92.98,107.58,115.13,7.8,40.6,False,Fail,6,8.57,False,0.94,93.59
PYPL,50.95,False,44.73,56.76,60.25,30.8,34.5,False,Filtered (trend template failed),6,4.18,True,0.81,45.49
PNR,92.01,False,92.9,101.87,102.74,17.4,17.9,False,Fail,6,18.4,False,1.06,91.2
PEP,158.3,False,159.51,149.17,146.76,28.2,6.3,False,Filtered (trend template failed),6,2.42,True,0.68,157.49
PFE,27.5,True,27.23,25.51,25.1,33.9,3.7,False,Fail,6,5.71,True,0.86,28.55
PCG,17.09,False,17.85,16.38,15.89,32.5,10.3,False,Filtered (trend template failed),6,6.94,False,1.2,18.63
PM,156.69,False,171.1,161.58,162.37,10.5,16.7,False,Filtered (trend template failed),6,4.84,False,1.37,162.75
PSX,155.46,False,165.8,144.85,139.6,66.9,17.4,False,Fail,6,0.79,False,1.3,188.28
PNW,103.65,False,100.23,92.44,91.48,23.2,0.8,False,Fail,6,1.74,True,0.63,104.45
PNC,224.92,True,215.05,203.34,200.37,54.9,6.5,True,B (2-step valid VCP),6,2.27,True,0.78,221.53
POOL,232.84,False,220.59,249.7,264.46,17.2,29.4,False,Fail,6,5.69,False,0.98,210.74
PPG,117.41,False,113.16,106.29,107.27,25.3,10.2,False,Fail,6,4.34,False,0.93,110.47
PPL,39.04,False,37.84,36.31,36.01,20.2,1.9,False,Fail,6,5.65,True,0.86,39.81
PFG,96.18,True,91.12,86.78,84.41,42.2,0.5,False,Fail,6,3.03,False,1.77,94.2
PG,147.51,False,152.11,148.69,150.01,7.6,11.8,False,Fail,6,2.36,True,0.79,146.66
PGR,205.08,False,203.67,210.12,215.59,7.1,24.4,False,Filtered (trend template failed),6,2.88,True,0.9,199.88
PLD,144.83,True,135.7,127.11,121.9,51.9,0.0,True,B (2-step valid VCP),6,1.21,False,0.97,130.36
PRU,102.44,False,98.1,103.28,102.96,11.4,12.5,False,Filtered (trend template failed),6,1.36,False,0.91,97.98
PEG,81.27,False,82.74,81.01,81.36,8.5,7.7,False,Fail,6,6.41,False,1.28,83.93
PTC,140.76,False,150.53,172.42,180.42,5.5,35.0,False,Fail,6,7.56,True,0.86,144.36
PSA,310.01,False,290.28,280.27,279.85,21.2,0.0,False,Fail,6,13.86,False,1.08,307.81
PHM,128.34,True,126.63,125.19,124.3,39.3,9.8,True,B (2-step valid VCP),6,4.15,True,0.9,118.64
PWR,599.45,True,556.89,477.17,454.73,136.4,0.0,False,Fail,6,7.72,False,1.17,595.84
QCOM,136.38,False,134.26,156.17,155.59,9.9,26.5,False,Fail,6,4.96,True,0.87,130.54
DGX,194.08,False,199.3,187.06,183.57,22.1,8.0,False,Filtered (trend template failed),6,1.33,False,0.9,198.96
Q,136.65,False,116.59,,,86.1,0.0,False,Fail,6,10.93,True,0.69,135.02
RL,386.27,True,355.18,345.09,331.95,93.4,0.0,True,A (3-step valid VCP),6,5.33,False,0.92,385.14
RJF,152.16,False,151.02,159.32,160.11,17.9,12.9,False,Filtered (trend template failed),6,1.74,True,0.81,144.25
RTX,198.12,False,200.3,184.16,176.27,77.1,6.6,False,Fail,6,10.78,False,0.97,203.48
O,65.03,False,63.66,59.49,58.55,25.4,3.3,False,Fail,6,7.64,False,1.05,64.74
REG,80.54,False,76.8,71.74,71.11,22.4,0.0,False,Fail,6,5.94,False,0.99,78.99
REGN,747.81,False,765.13,710.71,673.48,55.4,7.8,False,Fail,6,3.45,False,1.19,777.25
RF,28.28,True,27.5,26.47,26.13,54.4,7.7,True,B (2-step valid VCP),6,2.33,False,1.06,28.15
RSG,207.06,False,220.65,217.03,221.35,2.0,18.9,False,Fail,6,7.32,True,0.87,223.19
RMD,228.99,False,241.44,251.64,256.76,9.6,21.7,False,Fail,6,3.58,False,1.13,230.7
RVTY,93.22,False,92.52,95.81,94.84,13.1,20.8,False,Filtered (trend template failed),6,4.49,True,0.74,93.51
HOOD,92.24,False,75.56,107.99,107.36,131.5,39.5,False,Filtered (trend template failed),6,3.68,True,0.85,71.83
ROK,416.65,True,383.05,380.57,371.02,86.4,2.8,False,Fail,6,3.52,True,0.71,407.78
ROL,55.42,False,57.11,58.34,57.88,5.6,15.3,False,Filtered (trend template failed),6,13.84,False,0.9,55.79
ROP,362.07,False,348.8,418.25,447.87,15.0,37.4,False,Fail,6,4.73,True,0.66,360.19
ROST,226.38,True,209.1,182.35,171.94,80.1,0.0,False,Fail,6,1.76,True,0.83,224.91
RCL,293.52,False,292.16,290.44,300.91,57.2,18.8,False,Filtered (trend template failed),6,5.09,True,0.86,282.41
SPGI,444.32,False,426.2,477.35,492.8,14.0,20.8,False,Fail,6,4.93,True,0.66,436.96
CRM,184.13,False,187.64,224.93,231.85,11.6,36.3,False,Fail,6,11.65,False,1.08,186.71
SNDK,888.23,True,678.83,389.84,304.39,2898.8,6.7,False,Fail,6,25.85,False,1.06,952.5
SBAC,223.74,False,193.31,191.36,197.92,35.5,6.0,False,Fail,6,17.52,True,0.85,223.75
SLB,52.85,True,49.93,42.07,40.07,68.9,1.2,True,B (2-step valid VCP),6,2.0,True,0.72,52.54
STX,541.98,True,421.55,323.52,281.97,653.9,0.0,False,Fail,6,16.46,False,1.2,433.84
SRE,93.6,False,94.14,90.38,87.35,37.0,6.2,False,Fail,6,4.06,False,1.04,99.75
NOW,97.07,False,105.62,144.92,155.25,17.0,53.5,False,Fail,6,20.93,False,1.12,104.97
SHW,349.11,False,337.97,338.44,341.76,15.0,6.5,False,Filtered (trend template failed),6,3.6,False,0.9,336.11
SPG,206.02,True,193.34,184.07,179.12,46.9,0.0,False,Fail,6,6.82,False,1.63,191.31
SWKS,60.13,False,57.18,63.9,65.77,14.5,25.8,False,Fail,6,7.34,False,0.99,56.66
SJM,95.8,False,103.2,102.43,103.39,7.0,17.4,False,Fail,6,7.17,True,0.82,96.44
SW,42.78,False,43.09,40.62,41.73,31.6,17.5,False,Filtered (trend template failed),6,2.24,True,0.67,42.28
SNA,381.29,True,373.24,353.33,344.69,34.0,2.1,True,B (2-step valid VCP),6,3.0,False,0.95,383.78
SOLV,71.38,False,69.77,74.52,74.21,14.2,17.1,False,Fail,6,4.3,False,1.03,65.3
SO,94.04,False,95.31,91.59,91.58,14.4,5.1,False,Filtered (trend template failed),6,0.65,True,0.66,97.59
LUV,44.07,False,44.26,39.05,37.38,87.0,19.2,False,Filtered (trend template failed),6,2.35,True,0.72,40.4
SWK,71.78,False,77.07,73.96,73.06,33.4,21.1,False,Filtered (trend template failed),6,4.97,False,1.02,73.43
SBUX,101.22,False,96.04,88.88,88.96,30.8,0.2,False,Filtered (trend template failed),6,14.51,False,1.14,101.44
STT,148.54,True,128.25,122.72,119.28,91.8,0.0,True,B (2-step valid VCP),6,3.47,True,0.88,126.08
STLD,201.46,True,185.76,168.07,158.17,79.8,1.8,True,B (2-step valid VCP),6,3.46,True,0.76,182.85
STE,226.78,False,231.56,245.45,243.06,6.8,15.4,False,Filtered (trend template failed),6,2.11,True,0.72,225.03
SYK,345.17,False,352.77,359.57,366.26,6.1,13.8,False,Fail,6,6.71,False,1.16,347.24
SMCI,28.53,False,28.52,35.76,38.87,39.0,53.0,False,Filtered (trend template failed),6,12.43,False,1.3,24.05
SYF,78.5,False,69.81,74.18,73.44,70.9,10.9,False,Filtered (trend template failed),6,3.36,True,0.72,67.63
SNPS,451.73,False,422.38,447.09,483.13,18.7,30.0,False,Filtered (trend template failed),6,12.03,False,1.04,432.48
SYY,75.96,False,82.16,78.16,78.09,11.6,16.1,False,Filtered (trend template failed),6,3.1,False,1.37,75.15
TMUS,197.49,False,208.96,209.26,216.92,8.1,23.4,False,Fail,6,11.19,False,0.94,213.94
TROW,97.64,False,91.2,98.1,98.92,23.2,9.1,False,Fail,6,1.97,False,1.23,90.23
TTWO,216.3,False,203.28,232.82,232.86,14.0,17.5,False,Filtered (trend template failed),6,2.5,True,0.73,202.13
TPR,156.5,True,148.48,127.53,121.21,152.5,2.2,True,B (2-step valid VCP),6,1.74,True,0.66,152.62
TRGP,234.13,False,236.02,193.22,185.87,61.9,6.7,False,Filtered (trend template failed),6,2.85,True,0.89,250.98
TGT,126.98,True,117.67,101.61,100.72,53.3,0.0,False,Fail,6,4.96,True,0.77,124.03
TEL,242.04,False,217.36,224.64,217.47,92.8,2.5,False,Filtered (trend template failed),6,5.42,False,1.11,211.67
TDY,636.27,False,646.66,578.84,569.99,41.9,7.6,False,Fail,6,10.88,False,1.05,660.31
TER,376.25,True,316.36,225.36,195.28,441.0,0.0,True,"C (Structure valid, needs tightening)",6,14.54,True,0.88,370.13
TSLA,405.75,False,390.44,422.88,398.89,78.4,17.2,False,Fail,6,9.97,False,1.19,381.26
TXN,229.89,False,206.63,186.93,189.0,62.9,0.0,False,Fail,6,5.26,True,0.88,196.77
TPL,418.57,False,475.47,365.24,352.6,53.2,22.5,False,Fail,6,15.97,False,1.37,449.79
TXT,92.64,False,93.47,88.1,86.31,43.6,8.0,False,Filtered (trend template failed),6,1.38,True,0.61,93.11
TMO,527.93,False,503.02,542.89,522.95,35.6,17.4,False,Filtered (trend template failed),6,1.28,True,0.74,494.54
TJX,160.23,True,157.84,151.09,145.8,33.2,2.9,True,B (2-step valid VCP),6,2.75,True,0.84,165.0
TKO,188.04,False,202.51,198.13,192.63,33.2,16.1,False,Filtered (trend template failed),6,5.3,False,0.97,197.37
TTD,22.89,False,24.38,36.39,44.22,13.9,74.5,False,Fail,6,11.46,False,0.97,22.69
TSCO,45.19,False,48.86,52.09,53.68,3.5,27.2,False,Fail,6,16.53,False,1.02,45.64
TT,479.35,False,443.59,419.81,422.51,49.7,0.0,False,Fail,6,6.93,False,1.12,472.94
TDG,1284.28,False,1248.51,1301.96,1322.26,13.4,15.3,False,Fail,6,14.59,False,1.08,1296.58
TRV,304.6,False,299.45,285.76,279.95,24.0,2.0,False,Fail,6,6.87,False,1.09,303.23
TRMB,69.57,False,66.66,74.59,76.39,23.7,18.4,False,Fail,6,6.42,False,0.95,66.83
TFC,50.85,True,48.61,47.13,46.28,50.9,8.0,True,B (2-step valid VCP),6,1.89,False,1.03,50.48
TYL,341.37,False,339.47,427.23,462.54,18.9,44.2,False,Fail,6,7.33,True,0.68,342.38
TSN,64.57,False,62.95,58.02,57.04,29.5,1.6,False,Fail,6,6.27,False,1.37,65.64
USB,57.38,True,54.29,51.26,49.79,58.2,4.5,True,A (3-step valid VCP),6,2.47,False,0.99,56.51
UBER,77.78,False,73.42,84.03,86.15,12.4,22.3,False,Filtered (trend template failed),6,2.63,True,0.76,72.38
UDR,35.16,False,35.72,35.41,36.04,7.3,15.9,False,Filtered (trend template failed),6,11.05,False,0.92,37.28
ULTA,549.84,False,601.0,582.17,563.62,57.3,22.2,False,Fail,6,4.1,True,0.84,542.65
UNP,255.45,False,251.59,234.97,231.62,23.0,4.3,False,Filtered (trend template failed),6,1.05,True,0.83,241.33
UAL,104.0,False,99.64,102.25,100.39,59.3,11.5,False,Fail,6,6.09,False,1.06,97.67
UPS,107.56,True,105.58,97.51,95.15,34.4,9.1,True,B (2-step valid VCP),6,1.24,True,0.84,98.38
URI,806.85,False,798.16,852.67,858.24,42.7,20.6,False,Filtered (trend template failed),6,4.51,True,0.86,779.53
UNH,324.58,False,285.41,316.83,308.91,39.4,43.0,False,Fail,6,1.1,False,1.26,307.73
UHS,182.09,False,199.2,208.98,200.62,17.9,25.3,False,Fail,6,8.67,False,0.98,187.88
VLO,219.26,False,224.28,188.66,177.13,110.7,13.8,False,Fail,6,6.52,False,1.15,242.08
VTR,84.77,True,84.37,77.43,74.49,39.5,3.1,False,Fail,6,1.31,False,0.99,82.17
VLTO,92.39,False,91.31,98.02,99.75,8.8,15.5,False,Filtered (trend template failed),6,13.25,False,0.95,97.87
VRSN,274.55,False,240.88,249.22,255.77,29.8,9.4,False,Filtered (trend template failed),6,5.45,False,1.09,274.75
VRSK,178.68,False,189.67,213.78,230.02,8.8,44.0,False,Fail,6,13.42,True,0.88,189.75
VZ,46.71,False,48.51,42.62,42.23,25.6,7.7,False,Fail,6,3.7,False,0.92,50.16
VRTX,440.25,False,461.42,442.27,438.03,20.1,13.6,False,Filtered (trend template failed),6,3.44,True,0.77,446.78
VRT,304.9,True,256.87,199.34,182.34,351.8,1.8,False,Fail,6,15.19,True,0.75,310.51
VTRS,14.4,True,14.32,12.11,11.45,104.0,9.9,True,B (2-step valid VCP),6,3.45,True,0.87,13.63
VICI,28.64,False,28.4,28.73,29.46,7.6,11.6,False,Fail,6,10.93,False,1.1,29.87
V,318.1,False,312.13,329.57,333.62,7.6,14.3,False,Fail,6,3.28,False,1.2,305.53
VST,162.64,False,160.56,173.71,179.13,53.5,25.2,False,Filtered (trend template failed),6,5.11,False,1.0,155.48
VMC,296.47,False,289.17,293.11,289.73,27.5,10.1,False,Filtered (trend template failed),6,2.99,True,0.82,297.15
WRB,66.86,False,68.43,70.6,70.24,3.7,13.3,False,Filtered (trend template failed),6,2.26,True,0.84,67.22
GWW,1162.5,False,1119.14,1032.33,1025.32,26.8,3.3,False,Filtered (trend template failed),6,1.75,True,0.74,1172.21
WAB,264.54,True,252.84,223.37,216.96,59.1,2.4,True,B (2-step valid VCP),6,4.41,True,0.78,270.94
WMT,125.4,False,125.41,114.44,110.35,38.7,6.1,False,Fail,6,3.53,True,0.65,129.13
DIS,106.24,False,101.61,107.55,110.11,29.8,13.7,False,Fail,6,7.86,False,1.22,100.3
WBD,27.48,False,27.75,25.21,21.97,246.9,8.4,False,Fail,6,6.9,False,1.13,27.64
WM,222.97,False,232.5,220.56,221.56,14.2,9.2,False,Fail,6,5.74,True,0.88,235.42
WAT,328.15,False,314.2,347.28,335.88,18.2,20.5,False,Filtered (trend template failed),6,4.35,True,0.75,330.98
WEC,115.21,False,115.14,110.98,109.6,15.5,3.0,False,Fail,6,4.96,False,0.96,118.78
WFC,81.9,False,82.62,85.43,83.92,30.8,14.6,False,Filtered (trend template failed),6,4.31,True,0.88,86.64
WELL,211.9,True,204.79,190.65,183.36,50.0,1.3,True,B (2-step valid VCP),6,0.73,True,0.78,196.73
WST,273.46,False,248.37,260.87,255.51,35.9,10.8,False,Fail,6,3.53,True,0.79,265.93
WDC,367.29,True,292.34,207.0,174.04,935.6,0.0,False,Fail,6,20.59,False,1.01,316.93
WY,25.05,False,24.59,23.94,24.25,19.5,6.8,False,Fail,6,6.72,False,1.08,24.9
WSM,200.2,True,194.48,192.94,191.79,47.7,9.3,False,Fail,6,4.79,False,1.52,184.1
WMB,70.25,False,72.45,64.41,62.48,28.5,7.2,False,Fail,6,3.53,False,0.94,74.04
WTW,295.85,False,293.09,315.39,315.97,6.0,14.9,False,Filtered (trend template failed),6,3.74,True,0.75,291.03
